348;Житловий будинок (мур.);п.20 ст.;вул. С. Петлюри, 10;524
349;Житловий будинок (мур.);п.20 ст.;вул. С. Петлюри, 11;1110
350;Колишня бойня, комплекс;1911 р.;вул. С. Петлюри, 18 ;1111
351;Житловий будинок (мур.);п.20ст.;вул. М. Підгірянки, 2;52-іф
352;Житловий будинок (мур.);к.19 ст.;вул. М. Підгірянки, 28;53-іф
353;Житловий будинок (мур.);п.20 ст.;вул. М. Підгірянки, 32;54-іф
354;Залізничний вокзал (мур.);1866,                1906-1908рр.;Площа Привокзальна, 8;262-іф
355;Житловий будинок (мур.);с.20 ст.;Площа Привокзальна, 13;263-іф
356;Залізничний будинок (мур.);п.20 ст.;вул. Привокзальна, 13;155-іф
357;Залізничний будинок (мур.);п. 20ст.;вул. Привокзальна, 15;156-іф
358;Поліклініка залізниці (мур.);1932 р.;вул. Привокзальна, 17;157-іф
359;Пошта залізниці (мур.);1905 р.;вул. Привокзальна, 19;158-іф
360;Житловий будинок (мур.);1899 р.;вул. Чорновола, 1;264-іф
361;Житловий будинок (мур.);к.19 ст.;вул. Чорновола, 4;265-іф
362;Житловий будинок (мур.);1909 р.;вул. Чорновола, 5;266-іф
363;"Український ""Народний дім"" (мур.)";1913 р.;вул. Чорновола, 22;268-іф
364;Приватна клініка (мур.);1928 р.;вул. Чорновола, 23;269-іф
365;Житловий будинок (мур.);1906 р.;вул. Чорновола, 26;270-іф
366;Житловий будинок (мур.);1912 р.;вул. Чорновола, 28;271-іф
367;Житловий будинок (мур.);к.19 ст.;вул. Чорновола, 33;272-іф
368;Житловий будинок (мур.);п.20ст.;вул. Чорновола, 44;273-іф
369;Житловий будинок (мур.);п.20 ст.;вул. Чорновола, 58;274-іф
370;Житловий будинок (мур.);п.20 ст.;вул. Чорновола, 62;275-іф
371;Житловий будинок (мур.);к.19-п.20 ст.;вул. Чорновола, 63;276-іф
372;Житловий будинок (мур.);к. 19 ст.;вул. Чорновола, 70;1141
373;Польський будинок сиріт (мур.);1911-1914 рр.;вул. Чорновола, 72;1142
374;Польський будинок сиріт (мур.);п..20 ст.;вул. Чорновола, 72а;536
375;Житловий будинок (мур.);к.19ст.;вул. Чорновола, 73;1143
376;Житловий будинок (мур.);п.20 ст.;вул. Чорновола, 77;1144
377;Житловий будинок (мур.);к.19ст.;вул. Чорновола, 80;1145
378;Житловий будинок (мур.);к.19 ст.;вул. Чорновола, 89;1146
379;Колишня тюрма (мур.);1883 р.;вул. Чорновола, 119;537/1
380;Колишня тюрма (мур.);1883 р.;вул. Чорновола, 119 а;537/2
381;Колишня тюрма (мур.);1883 р.;вул. Чорновола, 121;537/3
382;Житловий будинок (мур.);.к.19ст.;вул. Чорновола, 120;538
383;Житловий будинок (мур.);п.20 ст.;вул. Репіна, 8;277-іф
384;Житловий будинок (мур.);1910р.;вул. Репіна, 10;278-іф
385;Житловий будинок (мур.);1937 р.;вул. Площа Ринок, 2;1097
386;Житловий будинок (мур.);1928 р.;вул. Площа Ринок, 4;1098
387;Житловий будинок (мур.);п.20 ст.;вул. Площа Ринок, 6;1099
388;Житловий будинок (мур.);1870-і рр.;пл.  Площа  Ринок, 8;285-іф
389;Житловий будинок (мур.);п.п.19 ст;пл.  Площа  Ринок, 10;286-іф
390;Житловий будинок (мур.);1880-і рр.;пл.  Площа  Ринок, 12;287-іф
391;Житловий будинок (мур.);п.20 ст.;пл.  Площа  Ринок, 18;1100
392;Житловий будинок (мур.);1870 р.;вул. Ринок, 5;281-іф
393;Житловий будинок (мур.);1870 р..;пл.  Ринок, 6;282-іф
394;Житловий будинок (мур.);п.п 19 ст.;вул. Ринок, 7;283-іф
395;"""Кам'яниця двірська"" (мур.)";1780-і рр.;вул. Ринок, 8;284-іф
396;Житловий будинок (мур.);1911 р.;пл.  Розумовського, 18;279-іф
397;Житловий будинок (мур.);1910 р.;вул. М. Сабата, 2;41-іф
398;Житловий будинок (мур.);1912 р.;вул. М. Сабата, 4;42-іф
399;Житловий будинок (мур.);п.20 ст.;вул. М. Сабата, 5 ;1105
400;Житловий будинок (мур.);1911 р.;вул. М. Сабата, 6;1106
401;Житловий будинок (мур.);1890-і рр.;вул. М. Сабата, 7;517
402;Житловий будинок (мур.);1900-і рр. рек.1960-і рр.;вул. Ак. Сахарова, 9;370-іф
403;Житловий будинок (мур.);1900-і рр. рек.1960-і рр.;вул. Ак. Сахарова, 11;371-іф
404;Окружний суд (мур.);1911 р.;вул. Ак. Сахарова, 15;372-іф
405;Житловий будинок (мур.);1933 р.;вул. Ак. Сахарова, 17;1150
406;Житловий будинок (мур.);п.20 ст.;вул. Ак. Сахарова, 19;1151
407;Житловий будинок (мур.);1886 р.;вул. Ак. Сахарова, 20;1152
408;Житловий будинок (мур.);19 ст.;вул. Ак. Сахарова, 20а;1153
409;"Готель ""Імперіал"" (мур.)";1893 р.;вул.Січових Стрільців, 1;347-іф
410;Житловий будинок (мур.);1894 р.;вул.Січових Стрільців. 3;348-іф
411;"Готель ""Центральний"" (мур.)";1904р.;вул.Січових Стрільців, 4;349-іф
412;Житловий будинок (мур.);с. 19 ст.;вул.Січових Стрільців, 5;350-іф
413;Житловий будинок (мур.);1907 р.;вул.Січових Стрільців, 6;351-іф
414;Житловий будинок (мур.);1898р.;вул.Січових Стрільців, 7;352-іф
415;Житловий будинок (мур.);с.19ст. доб.1880р.;вул.Січових  Стрільців, 8;1147
416;Житловий будинок (мур.);1880-і рр..;вул.Січових Стрільців, 10;353-іф
417;"Готель ""Австрія"", з 1921-1939 рр.-готель ""Варшава"" (мур.)";1913 р.;вул.Січових Стрільців, 12;354-іф
418;Новий поштампт (мур.);1938 р.;вул.Січових Стрільців, 1За;355-іф
419;Житловий будинок (мур.);д.п. 19 ст.;вул.Січових Стрільців, 14;356-іф
420;Поштамт (мур.);1909 р.;вул.Січових Стрільців, 15;357-іф
421;"Торговий будинок, готель та кінотеатр ""Олімпія"" (мур.)";п.п.19 ст     рекон. 1910 р.      ;вул.Січових Стрільців, 16;358-іф
422;Житловий будинок (мур.);п. 20 ст.;вул.Січових Стрільців, 16а;544
423;Житловий будинок (мур.);1908 р.;вул.Січових Стрільців, 17;1081
424;Житловий будинок (мур.);1827 р.;вул.Січових Стрільців, 18;359-іф
425;Житловий будинок (мур.);1890 р.;вул.Січових Стрільців, 19;360-іф
426;"Будинок культурно-просвітницького товариства ""Руська бесіда (мур.)";1880 р.;вул.Січових Стрільців, 24;361-іф
427;Військова канцелярія (мур.);1906 р.;вул.Січових Стрільців, 25;362-іф
428;"Житловий будинок та контора торгової фірми ""Ревера"" (мур.)";1894 р.;вул.Січових Стрільців, 26;363-іф
429;Військова канцелярія (мур.);1906 р.;вул.Січових Стрільців, 27а;364-іф
430;Житловий будинок (мур.);1937 р.;вул.Січових Стрільців, 27;1082
431;Житловий будинок (мур.);1938 р.;вул.Січових Стрільців, 29;545
432;Житловий будинок (мур.);1931 р.;вул.Січових Стрільців, 35;365-іф
433;Камяниця С. Снігуровича;1934 р.;вул.Січових Стрільців, 38;1149
434;Житловий будинок (мур.);п.20 ст.;вул.Січових Стрільців, 41;366-іф
435;Бурса греко-кат.єпархії (мур.);1935 р.;вул.Січових Стрільців, 44 б;367-іф
436;Житловий будинок (мур.);1895 р.;вул.Січових Стрільців, 46;368-іф
437;Житловий будинок (мур.);1847 р.;вул.Січових Стрільців. 52;546
438;Житловий будинок (мур.);1908 р.;вул.Січових Стрільців. 54;369-іф
439;Монастир тринітаріїв  з 1786 р.- окружний суд (мур.);1732,               1845-1847 рр.;вул.Старозамкова, 2;306-іф
440;Житловий будинок (мур.);18-19ст.;вул.Станіславська. 7;105-іф
441;Житловий будинок (мур.);к.19ст. -поч.20ст;вул. Страчених, 3;307-іф
442;Житловий будинок (мур.);сер.19 ст.;вул.Страчених, 5;308-іф
443;Синагога (мур.);1899 р.;вул.Страчених, 7;309-іф
444;Житловий будинок (мур.);1900-і рр.;вул.Тарнавського, 1;192-іф
445;Житловий будинок (мур.);1910-і рр.;вул.Тарнавського, 2;193-іф
446;Житловий будинок (мур.);п.20ст.;вул.Тарнавського, 3;194-іф
447;Житловий будинок (мур.);1910-і рр.;вул.Тарнавського, 4;195-іф
448;Житловий будинок (мур.);п.20ст.;вул.Тарнавського, 5;196-іф
449;Житловий будинок (мур.);п.20ст.;вул.Тарнавського, 7;197-іф
450;Житловий будинок (мур.);п.20ст.;вул.Тарнавського, 11;198-іф
451;Житловий будинок (мур.);1903 р.;вул.Тарнавського, 12;199-іф
452;Житловий будинок (мур.);п.20ст.;вул.Тарнавського, 13;200-іф
453;Житловий будинок (мур.);п.20ст.;вул.Тарнавського, 15;201-іф
454;Житловий будинок (мур.);1908 р.;вул.Тарнавського, 16;202-іф
455;Житловий будинок (мур.);1900-і рр.;вул.Тарнавського, 18;203-іф
456;Житловий будинок (мур.);п.20ст.;вул.Тарнавського, 19;204-іф
457;Житловий будинок (мур.);1906 р.;вул.Тарнавського, 20;205-іф
458;Житловий будинок (мур.);1904 р.;вул.Тарнавського, 21;206-іф
459;Житловий будинок (мур.);1900-і рр.;вул.Тарнавського, 22;207-іф
460;Житловий будинок (мур.);1931 р.;вул.Тисменицька, 148          (вул. Незалежності, 148);304-іф
461;Житловий будинок (мур.);п.20ст.;вул.Тисменицька, 179            (вул. Незалежності, 179);305-іф
462;Житловий будинок (мур.);1914 р.;вул. Толстого, 1;310-іф
463;Житловий будинок (мур.);п.19ст.;вул. Тринітарська, 6;1087
464;Житловий будинок (мур.);1929р.;вул. Тринітарська, 7;94-іф
465;Житловий будинок (мур.);1895 р.;вул. Тринітарська, 9;95-іф
466;Житловий будинок (мур.);к. 19-п.20ст.;вул. Тринітарська, 11;96-іф
467;Житловий будинок (мур.);с. 19 ст.;вул. Тринітарська, 13;97-іф
468;Житловий будинок (мур.);1930 р.;вул. Труша, 4 ;1057
469;Житловий будинок (мур.);19ст.;вул. Тургенєва, 6;311-іф
470;Житловий будинок (мур.);1935 р.;вул. Л. Українки, 1;1059
471;Житловий будинок (мур.);1935 р.;вул. Л. Українки, 3;1060
472;Житловий будинок (мур.);п.20 ст.;вул. Л. Українки, 5;1061
473;Житловий будинок (мур.);1937р.;вул. Л. Українки, 7;1062
474;Житловий будинок (мур.);1898 р.;пров. Фортечний, 3;118-іф
475;Фортечна стіна (мур.);п. 18 ст.;пров. Фортечний;552
476;Житловий будинок (мур.);1908 р.;вул. І. Франка, 3;1088
477;Житловий будинок (мур.);п.20 ст.;вул. І. Франка, 5;315-іф
478;Житловий будинок (мур.);п.20 ст.;вул. І. Франка, 7;316-іф
479;Житловий будинок (мур.);п. 20 ст.;вул. І. Франка, 9;317-іф
480;Житловий будинок (мур.);п.20 ст.;вул. І. Франка, 11;1089
481;Польська жіноча гімназія сестер- урсулянок (мур.);1908р. (добудова) 1925-1929рр.;вул. І. Франка, 14;318-іф
482;Приватна клініка (мур.);1927 р.;вул. І. Франка, 17;319-іф
483;Фінансові установи (мур.);1896 р.;вул. І. Франка, 19;320-іф
484;Тютюнова монополія (мур.);1896 р.;вул. І. Франка, 19а;1090
485;Житловий будинок (мур.);п.20 ст.;вул. І. Франка, 25;321-іф
486;Житловий будинок (мур.);1897 р..;вул. І. Франка, 27;322-іф
487;Житловий будинок (мур.);п.20 ст.;вул. І. Франка, 29;323-іф
488;Каса хворих (мур.);1925 р.;вул. І. Франка, 30;547
489; Жіноча вчительська семінарія (мур.);п.20ст;вул. І. Франка, 33;324-іф
490;Житловий будинок (мур.);к.19ст.;вул. І. Франка, 35;1091
491;Житловий будинок (мур.);п.20 ст.;вул. І. Франка, 37;325-іф
492;Житловий будинок (мур.);1914р.;вул. І. Франка, 39;326-іф
493;Житловий будинок (мур.);п.20 ст.;вул. Курінного Чорноти, 8 ;1138
494;Житловий будинок (мур.);п.20 ст.;вул. Курінного Чорноти, 11 ;1139
495;Житловий будинок (мур.);20-і рр. 20 ст.;вул. Курінного Чорноти, 27 ;1140
496;Житловий будинок (мур.);1936 р.;вул. Шевченка, 2;1155
497;Колишній будинок   Й.Ляма (мур.);к.19 ст.;вул. Шевченка, 5;1156
498;Житловий будинок (мур.);1935 р.;вул. Шевченка, 6;1157
499;Житловий будинок (мур.);к.19-п.20ст.;вул. Шевченка, 7;373-іф
500;Духовна семінарія (мур.);1906р.;вул. Шевченка, 11;374-іф
501;Житловий будинок (мур.);1898 р.;вул. Шевченка, 12;1158
502;Будинок греко-католицької капітули (мур.);19ст.;вул. Шевченка, 14;375-іф
503;Палац єпископа (мур.);1843 р.;вул. Шевченка, 16;376-іф
504;Житловий будинок (мур.);1895 р.;вул. Шевченка, 19;377-іф
505;Житловий будинок (мур.);к.19-п.20ст.;вул. Шевченка, 21;378-іф
506;Житловий будинок (мур.);1900 р.;вул. Шевченка, 22;379-іф
507;Житловий будинок (мур.);1900 р.;вул. Шевченка, 24;380-іф
508;Житловий будинок (мур.);п.20 ст.;вул. Шевченка, 26;1159
509;Житловий будинок (мур.);1934 р.;вул. Шевченка, 27;1160
510;Житловий будинок (мур.);к. 19-п.20 ст.;вул. Шевченка, 29;382-іф
511;Житловий будинок (мур.);1903 р.;вул. Шевченка, 30;371-іф
512;Житловий будинок (мур.);1934 р.;вул. Шевченка, 31;1161
513;Чоловіча семирічна школа (мур.);1840-і рр.;вул. Шевченка, 32;383-іф
514;Житловий будинок (мур.);к.19-п.20 ст.;вул. Шевченка, 33;384-іф
515;Житловий будинок (мур.);1931 р.;вул. Шевченка, 43;1162
516;Українська державна гімназія (мур.);1908 р.;вул. Шевченка, 44;385-іф
517;Житловий будинок (мур.);1894 р.;вул. Шевченка, 46;386-іф
518;Житловий будинок (мур.);1892 р.;вул. Шевченка, 53;387-іф
519;Житловий будинок (мур.);п.20ст.;вул. Шевченка, 56;388-іф
520;Житловий будинок (мур.);1906 р.;вул. Шевченка, 58;389-іф
521;Житловий будинок (мур.);п.20ст.;вул. Шевченка, 62;390-іф
522;Житловий будинок (мур.);1892 р.;вул. Шевченка, 63;1164
523;Житловий будинок (мур.);к.19-п.20ст.;вул. Шевченка, 66;391-іф
524;Житловий будинок (мур.);п.20ст.;вул. Шевченка, 69;392-іф
525;Житловий будинок (мур.);1912 р.;вул. Шевченка, 72;396-іф
526;Житловий будинок (мур.);к. 19ст.;вул. Шевченка, 74;394-іф
527;Житловий будинок (мур.);к. 19ст.;вул. Шевченка, 76;1166
528;Колишній будинок Маргошеса (мур.)                               ;1938 р.;вул. Шевченка, 79;548
529;"Жіноча гімназія ""Просвіти"" (мур.)                       ";1890-і рр.;вул. Шевченка, 82;395-іф
530;Будинок,  де жив Левицький (мур.);19 ст.;вул. Шевченка, 84;443-іф
531;Житловий будинок (мур.);к. 19 ст.;вул. Шевченка, 89;549
532;Житловий будинок (мур.);п.19ст.;вул. Шевченка, 91;550
533;Житловий будинок (мур.);к. 19 ст.;вул. Шевченка, 93;551
534;Житловий будинок  (мур.);1890-і рр.;вул. Шевченка, 94;396-іф
535;Житловий будинок (мур.);к.19-п.20 ст.;вул. Шевченка, 95;397-іф
536;Житловий будинок (мур.);1904 р.;вул. Шевченка, 99;1170
537;Житловий будинок (мур.);1897-1899 рр.;вул. Шевченка, 100;398-іф
538;Житловий будинок (мур.);1897-1899рр.;вул. Шевченка, 102;399-іф
539;Житловий будинок (мур.);1897-1899рр.;вул. Шевченка, 104;400-іф
540;"""Кам'яниця двірська"" (мур.)";18ст.     рекон.1910 р.                                                                                                                                                                                                         ;вул. Шеремети, 2;401-іф
541;"""Кам'яниця двірська"" (мур.)";18 ст.;вул. Шеремети, 4;402-іф
542;Житловий будинок (мур.);1780-і рр.;вул. Шеремети, 6;403-іф
543;Жіноча семирічна школа (мур.);1904 р.;вул. Шопена, 1;404-іф
544;Житловий будинок (мур.);п.20 ст.;вул. Шопена, 2;1094
545;Житловий будинок (мур.);п.20ст.;вул. Шопена, 3;405-іф
546;Житловий будинок (мур.);п.20 ст;вул. Шопена, 4;1095
547;Житловий будинок (мур.);п.20 ст.;вул. Шопена, 5;406-іф
548;Житловий будинок (мур.);п.20 ст.;вул. Шопена, 6;407-іф
549;Житловий будинок (мур.);п.20ст.;вул. Шопена, 7;408-іф
550;Житловий будинок (мур.);1900-і рр.;вул. Шопена, 8;409-іф
551;Житловий будинок (мур.);1910 р.;вул. Шопена, 9;410-іф
552;Учительська семінарія;1842 р.    добуд.1897р.;вул. Шпитальна, 2;162-іф
553;Комплекс палацу з брамами (мур.);1672-82р.                             80-і рр. 18ст.;вул. Шпитальна, 5;164-іф
554;Житловий будинок (мур.);1906 р.;вул. Шпитальна, 7;165-іф
555;Житловий будинок (мур.);1930-і  рр.;вул. Шпитальна, 9;1096
